company,type,address,price,sq_meter_price,area,n_rooms,floor,build_year,market
Welcome Apartment,Mieszkanie,"Wiœlinka Sol Marina, £¹kowa",1316715,17211.96,76.50,3,1,2021,pierwotny
Welcome Apartment,Mieszkanie,"Wiœlinka Sol Marina, £¹kowa",1429875,17589.80,81.29,3,0,2021,pierwotny
Domesta Sp. z o.o.,Mieszkanie,"Gdañsk Siedlce, Struga",593762.40,7560,78.54,3,2,2021,pierwotny
Alter Investment,Mieszkanie,"Gdañsk £ostowice, Wielkopolska",233101,7568,30.80,2,2,2020,pierwotny
Pepper House,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",491500,12263,40.08,2,1,2022,pierwotny
Pepper House,Mieszkanie,"Gdañsk Sobieszewo, Kwiatowa",536000,9191,58.32,3,2,2022,pierwotny
Pepper House,Mieszkanie,"Gdañsk Sobieszewo, Kwiatowa",347000,9758,35.56,2,1,2022,pierwotny
Pepper House,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",518500,12351,41.98,2,0,2022,pierwotny
Pepper House,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",686500,11836,58,3,0,2022,pierwotny
Home Experts,Mieszkanie,"Gdañsk Stare Przedmieœcie, Wilcza",983261,10181,96.58,4,3,2020,pierwotny
Home Experts,Mieszkanie,"Gdañsk Stare Przedmieœcie, Wilcza",589000,11629,50.65,2,4,0,pierwotny
Pepper House,Mieszkanie,"Gdañsk Sobieszewo, Kwiatowa",460000,9532,48.26,2,0,2022,pierwotny
,Mieszkanie,"Gdynia Oksywie, Bosmañska",270000,9310,29,2,3,2021,pierwotny
MJMS Nieruchomoœci,Dom,"Rumia Stara Rumia, Morelowa",630000,4256.76,148,4,0,2021,pierwotny
Nowodworski Estates,Mieszkanie,"Reda, D³uga",340474,4611.59,73.83,3,2,2021,pierwotny
Home4.pl Nieruchomoœci,Mieszkanie,Rumia,300980,5940,50.67,3,1,2021,pierwotny
Home4.pl Nieruchomoœci,Mieszkanie,Rumia,400892,5832,68.74,4,3,2021,pierwotny
Home4.pl Nieruchomoœci,Mieszkanie,Rumia,348143,5940,58.61,3,1,2021,pierwotny
U¿lis Nieruchomoœci,Dom bliŸniak,"Pszczó³ki, Sportowa",349000,807.87,432,3,0,0,pierwotny
MIASTORAMA,Dom,Pruszcz Gdañski (gw) Straszyn,699000,4321.22,161.76,4,0,0,pierwotny
Home4.pl Nieruchomoœci,Mieszkanie,Rumia Janowo,379192,6200,61.16,3,0,2021,pierwotny
Kadema Nieruchomoœci,Dom bliŸniak,"£êgowo, Nowa",730000,5530.30,132,5,0,2020,pierwotny
Agencja - Orfin Nieruchomoœci,Mieszkanie,"Gdynia Dzia³ki Leœne, Szczeciñska",748230,10500,71.26,3,1,2020,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Gdañsk £ostowice,441904,7100,62.24,3,3,2022,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Gdañsk £ostowice,372963,7100,52.53,3,1,2022,pierwotny
Radomski Nieruchomoœci,Dom bliŸniak,"Straszyn, Jana Matejki",799000,3583,223,5,0,2020,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Gdañsk £ostowice,309834.80,7370,42.04,2,3,2022,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Gdañsk £ostowice,570468,6850,83.28,4,0,2022,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Gdañsk £ostowice,314950.50,7650,41.17,2,2,2022,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Rumia Janowo,423738,6300,67.26,4,3,2022,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Rumia Janowo,265468,6650,39.92,2,2,2022,pierwotny
G&G Nieruchomoœci i Finanse,Mieszkanie,Rumia Janowo,338582,6346,53.35,3,1,2022,pierwotny
INTELINVEST Nieruchomoœci,Mieszkanie,Gdañsk Wyspa Sobieszewska,1023932,16924.50,60.50,3,1,2020,pierwotny
INTELINVEST Nieruchomoœci,Mieszkanie,"Gdañsk Wyspa Sobieszewska, Kwiatowa",347000,9747.19,35.60,2,1,2020,pierwotny
INTELINVEST Nieruchomoœci,Mieszkanie,"Gdañsk Wyspa Sobieszewska, Kwiatowa",460000,9531.70,48.26,3,2,2020,pierwotny
INTELINVEST Nieruchomoœci,Mieszkanie,"Gdynia Oksywie, Nasypowa",463164,7854.23,58.97,4,1,2020,pierwotny
Verre Home,Mieszkanie,"Gdañsk Siedlce, Powstañców Warszawskich",615030,9500,64.74,3,1,2022,pierwotny
,Mieszkanie,"Dêbki, Akacjowa OSIEDLE NORDA",627800,10904.99,57.57,3,0,2021,pierwotny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Wejherowo, S³owiñców",333850,5500,60.70,3,3,2020,pierwotny
Home4.pl Nieruchomoœci,Mieszkanie,Gdañsk Morena,629500,8399,74.95,3,0,2020,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",285908,7180,39.82,2,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",355095,6500,54.63,3,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",310903,7085,43.88,2,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",367568,6280,58.53,3,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",279251,6990,39.95,2,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",374700,6415,58.41,3,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",320534,6950,46.12,2,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",506520,6300,80.40,4,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",263808,7200,36.64,2,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",359766,6600,54.51,3,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",389225,6650,58.53,3,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",305953,6972,43.88,2,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",308915,7040,43.88,2,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",401450,6550,61.29,3,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",392869,6410,61.29,3,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",453320,6290,72.07,4,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",483327,5850,82.62,4,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",286391,7110,40.28,2,4,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",331560,6750,49.12,3,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",321918,6980,46.12,2,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",314088,6900,45.52,2,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",286020,7000,40.86,2,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",359766,6600,54.51,3,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",329603,6750,48.83,3,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",284844,7130,39.95,2,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Kazimierza Wielkiego",313303,7140,43.88,2,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",377190,6858,55,3,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",366930,6750,54.36,3,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",416150.46,6534,63.69,3,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",350017.20,7020,49.86,2,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",415192.50,6750,61.51,3,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",340119,7020,48.45,3,3,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",375955.56,6858,54.82,3,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",431190,6750,63.88,3,0,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",367740,6750,54.48,3,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",361856.16,6642,54.48,3,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",394492.14,6426,61.39,3,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",361059.12,6642,54.36,3,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",409271.94,6426,63.69,3,1,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",401122.26,6534,61.39,3,2,2021,pierwotny
Ex Novo,Mieszkanie,"Gdañsk Œw. Wojciech, Borkowska",326079,7020,46.45,2,3,2021,pierwotny
Metrohouse S.A.,Mieszkanie,"Gdynia Oksywie, Nasypowa",479290,8200,58.45,4,2,2020,pierwotny
Metrohouse S.A.,Mieszkanie,"Gdynia Oksywie, Nasypowa",426445,8650,49.30,3,0,2019,pierwotny
INDAI,Mieszkanie,"Gdañsk Wrzeszcz, Ko³³¹taja 2",523800,13500,38.80,2,2,2021,pierwotny
Dom & House,Mieszkanie,"Rumia, Stoczniowców",403584,6403,63.03,3,1,2021,pierwotny
Dom & House,Mieszkanie,"Rumia, Stoczniowców",320395,6950,46.10,2,0,2021,pierwotny
Dom & House,Mieszkanie,"Rumia, Stoczniowców",398981.30,6323,63.10,3,0,2021,pierwotny
Dekpol,Mieszkanie,Gdañsk,930495,17481,53.23,3,0,0,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",304168,5540,54.90,3,4,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",251821,6372,39.52,1,1,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",317139,5821,54.48,3,8,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",337640,5508,61.30,3,4,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",307725,5605,54.90,3,5,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",281372,5454,51.59,2,1,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",307104,5648,54.37,3,2,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",314197,5767,54.48,3,6,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",308911,5627,54.90,3,6,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",308278,5670,54.37,3,3,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",312432,5735,54.48,3,5,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",315374,5789,54.48,3,7,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",310667,5702,54.48,3,4,2022,pierwotny
Ex Novo,Mieszkanie,"Reda, Morska",305342,5616,54.37,3,1,2022,pierwotny
Welcome Apartment,Mieszkanie,"Gdañsk, Myœliwska",659000,8496.65,77.56,3,3,2020,pierwotny
Welcome Apartment,Mieszkanie,"Gdañsk, Myœliwska",649000,8390.43,77.35,3,3,2020,pierwotny
Welcome Apartment,Mieszkanie,"Gdañsk, Myœliwska",659000,8485.71,77.66,3,3,2020,pierwotny
Welcome Apartment,Mieszkanie,"Gdañsk, Myœliwska",744500,9830.98,75.73,3,3,2020,pierwotny
Home Experts,Mieszkanie,"Pruszcz Gdañski, Dywizjonu 303",225920,6400,35.30,2,1,2021,pierwotny
Home Experts,Mieszkanie,"Pruszcz Gdañski, Dywizjonu 303",198521,6700,29.63,1,1,0,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",665000,16040,41.46,2,0,2020,pierwotny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",463750,17500,26.50,1,3,0,pierwotny
Navigat Nieruchomoœci,Dom bliŸniak,"Gdañsk Osowa, Perseusza",869000,6952,125,5,0,2021,pierwotny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",694500,16500,42.09,1,1,0,pierwotny
Home Experts,Mieszkanie,"Rotmanka, Prof. Mariana Raciborskiego",250245,6700,37.35,2,0,2022,pierwotny
NIERUCHOMOŒCI MAGNAT,Mieszkanie,"Hel Kaszubska Bryza, ¯eromskiego",1049900,9278.01,113.16,5,3,2019,pierwotny
Dom & House,Mieszkanie,"Gdynia Witomino, Kielecka",778226,13823,56.30,2,0,2020,pierwotny
Dom & House,Mieszkanie,"Gdynia Witomino, Kielecka",848669.40,13077,64.90,3,1,2020,pierwotny
Home Experts,Dom wolnostoj¹cy,"PrzyjaŸñ, Ogrodowa",299000,2794,107,4,0,2020,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",662601,16012.59,41.38,2,0,2020,pierwotny
Forma-T Nieruchomoœci,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",712620,18000,39.59,3,0,2019,pierwotny
Forma-T Nieruchomoœci,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",711150,16500,43.10,3,0,2019,pierwotny
MJMS Nieruchomoœci,Mieszkanie,"Rumia Zagórze, Towarowa",206000,6983.05,29.50,1,0,2021,pierwotny
Comfort Apartments & Properties,Mieszkanie,"Gdynia Ma³y Kack, K³ajpedzka",1590000,8983,177,4,4,2006,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk £ostowice, Pastelowa",549900,5208.87,105.57,3,3,2021,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk £ostowice, Pastelowa",544900,5350.02,101.85,4,3,2021,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk £ostowice, Pastelowa",529000,5193.91,101.85,4,3,2021,pierwotny
Stanvest,Dom,"Bielkowo, Sasankowa",740000,5934.24,124.70,4,0,2020,pierwotny
MW,Mieszkanie,"Gdynia Oksywie, Nasypowa",500052,8458.25,59.12,4,0,2020,pierwotny
MW,Mieszkanie,"Gdynia Oksywie, Nasypowa",471920,8055.99,58.58,4,3,2020,pierwotny
InVilla Nieruchomoœci,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",482000,13055.25,36.92,2,0,2021,pierwotny
InVilla Nieruchomoœci,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",686500,11836.21,58,3,0,2021,pierwotny
Home4.pl Nieruchomoœci,Mieszkanie,Gdynia Pogórze,433541,6790,63.85,3,2,2021,pierwotny
NIERUCHOMOŒCI MAGNAT,Mieszkanie,"Hel Kaszubska Bryza, Kaszubska",469000,10070.86,46.57,2,2,2019,pierwotny
NIERUCHOMOŒCI MAGNAT,Mieszkanie,"Hel Kaszubska Bryza, ¯eromskiego",469000,9746.47,48.12,2,1,2019,pierwotny
Koloseum Nieruchomoœci,Mieszkanie,"Gdynia Oksywie, Œmidowicza",448900,7608.47,59,4,1,0,pierwotny
Koloseum Nieruchomoœci,Mieszkanie,"Gdynia Oksywie, Œmidowicza",358500,7627.66,47,3,1,2021,pierwotny
Koloseum Nieruchomoœci,Mieszkanie,"Gdynia Oksywie, Œmidowicza",291560,9405.16,31,2,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",258390,8100,31.90,2,3,2021,pierwotny
Muskat & Wicher Nieruchomoœci,Dom bliŸniak,Banino,510000,4080,125,5,0,2020,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",307333.44,7668,40.08,2,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",302962.68,7668,39.51,2,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",286659,8100,35.39,2,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",307333.44,7668,40.08,2,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",302962.68,7668,39.51,2,2,2021,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk Szadó³ki, Potêgowska",479000,6418,74.63,4,3,2020,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",302962.68,7668,39.51,2,0,2021,pierwotny
My Place,Mieszkanie,"Gdynia Oksywie, In¿. J. Œmidowicza",459841.50,7650,60.11,4,0,2020,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",299588.76,7668,39.07,2,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",350318.52,7452,47.01,2,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",303652.80,7668,39.60,2,0,2021,pierwotny
Artflat Nieruchomoœci,Mieszkanie,Mosty,329000,6276.23,52.42,3,0,2020,pierwotny
Artflat Nieruchomoœci,Mieszkanie,"Mosty, Rozmarynowa",329000,6276,52.42,3,0,2020,pierwotny
Home Experts,Mieszkanie,"Gdañsk Sobieszewo, Sobieszewska",864500,13764,62.81,3,1,0,pierwotny
Home Experts,Mieszkanie,"Gdañsk Sobieszewo, Sobieszewska",658000,15840,41.54,2,1,2021,pierwotny
Home Experts,Mieszkanie,"Gdañsk Sobieszewo, Sobieszewska",1640000,20322,80.70,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",324648,7776,41.75,2,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",354866.40,7560,46.94,2,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",300815.64,7668,39.23,2,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",302962.68,7668,39.51,2,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",294230.88,7341.09,40.08,2,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",300815.64,7668,39.23,2,0,2021,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",1094000,14313.75,76.43,3,2,2021,pierwotny
InVilla Nieruchomoœci,Mieszkanie,Gdañsk Sobieszewo,356000,10000,35.60,2,0,2021,pierwotny
Nowodworski Estates,Mieszkanie,"Gdañsk Sobieszewo, Nadwiœlañska",745000,14468.83,51.49,3,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",352330.56,7452,47.28,2,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",361272.96,7452,48.48,3,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",415150.92,7452,55.71,3,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",461991.60,7560,61.11,3,2,2021,pierwotny
InVilla Nieruchomoœci,Mieszkanie,Gdañsk Sobieszewo,470000,9497,49.49,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",411424.92,7452,55.21,3,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",415150.92,7452,55.71,3,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",461991.60,7560,61.11,3,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",411424.92,7452,55.21,3,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",415150.92,7452,55.71,3,1,2021,pierwotny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",508000,16000,31.75,1,1,2022,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",411424.92,7452,55.21,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",415150.92,7452,55.71,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",455181.12,7344,61.98,3,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",455181.12,7344,61.98,3,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",502770.24,7344,68.46,3,3,2021,pierwotny
White Wood Nieruchomoœci,Dom bliŸniak,Kolbudy,498000,3433,145.06,4,0,2020,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",480297.60,7344,65.40,3,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",495376.56,7236,68.46,3,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",412542.72,7452,55.36,3,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",480297.60,7344,65.40,3,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",495376.56,7236,68.46,3,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",494218.80,7236,68.30,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",410009.04,7452,55.02,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",574814.88,7344,78.27,4,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",574814.88,7344,78.27,4,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",479685.24,7452,64.37,4,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",479685.24,7452,64.37,4,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",242190,8100,29.90,1,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",241542,8100,29.82,1,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",294230.88,7884,37.32,1,3,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",242190,8100,29.90,1,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",241542,8100,29.82,1,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",242190,8100,29.90,1,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",241542,8100,29.82,1,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",294230.88,7884,37.32,1,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",242190,8100,29.90,1,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",241542,8100,29.82,1,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",294230.88,7884,37.32,1,0,2021,pierwotny
MW,Dom bliŸniak,"Mosty, Polna",679000,4861.11,139.68,4,0,2020,pierwotny
MW,Mieszkanie,"Moaty, Rozmarynowa",309000,5894.70,52.42,2,0,2020,pierwotny
PARTNERZY Nieruchomoœci,Dom bliŸniak,"Gdañsk Osowa, Perseusza",890000,6630,134.24,5,0,2021,pierwotny
My Place,Mieszkanie,Gdañsk Morena,649000,8390,77.35,3,3,0,pierwotny
Home4.pl Nieruchomoœci,Mieszkanie,Gdañsk Przymorze,378557,10900,34.73,1,0,2021,pierwotny
My Place,Mieszkanie,Pruszcz Gdañski,198521,6700,29.63,1,3,0,pierwotny
Prestige Apartments,Mieszkanie,"Gdynia Ma³y Kack, Olgierda",1081973,9250,116.97,5,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",294230.88,7884,37.32,1,2,2021,pierwotny
Prestige Apartments,Mieszkanie,"Gdynia Ma³y Kack, Olgierda",620550,8750,70.92,3,0,2021,pierwotny
Prestige Apartments,Mieszkanie,"Gdynia Ma³y Kack, Olgierda",431222,9350,46.12,2,2,2021,pierwotny
Prestige Apartments,Mieszkanie,"Gdynia Ma³y Kack, Olgierda",647912,9150,70.81,3,2,2021,pierwotny
Prestige Apartments,Mieszkanie,"Gdynia Ma³y Kack, Olgierda",634197,8950,70.86,3,1,2021,pierwotny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",446760,17000,26.28,2,1,2022,pierwotny
GR Nieruchomoœci,Mieszkanie,Gdañsk Wrzeszcz,571860,13500,42.36,2,2,2020,pierwotny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",672000,19233,34.94,2,2,2022,pierwotny
Prestige Apartments,Mieszkanie,"Gdynia Ma³y Kack, Olkuska",706711,9190,76.90,4,2,2021,pierwotny
Home Experts,Mieszkanie,"Gdañsk Stare Przedmieœcie, Podwale Przedmiejskie",1216691,10390,117.10,4,2,2019,pierwotny
Magic House,Mieszkanie,"Hel, ¯eromskiego",459000,9747.29,47.09,2,1,0,pierwotny
Magic House,Mieszkanie,"Hel, ¯eromskiego",489000,10162.09,48.12,2,2,0,pierwotny
Magic House,Mieszkanie,"Gdynia Ma³y Kack, Druskiennicka",365900,9889.19,37,1,0,2020,pierwotny
Magic House,Mieszkanie,"Gdynia Ma³y Kack, Druskiennicka",643900,9653.67,66.70,3,1,2020,pierwotny
