company,type,address,price,sq_meter_price,area,n_rooms,floor,build_year,market
ProFair Nieruchomoœci,Mieszkanie,"Gdynia Kamienna Góra, Henryka Sienkiewicza",2690000,11850.22,227,5,0,2019,wtórny
Sfera Nieruchomoœci S.C.,Mieszkanie,Gdynia Grabówek,320000,8333.33,38.40,2,0,1970,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa Iv",584000,12977.78,45,3,2,1920,wtórny
Artflat Nieruchomoœci,Mieszkanie,"Gdynia Chylonia, Swarzewska",357000,6736,53,3,0,1980,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Sopot Dolny Sopot, Jana Sobieskiego",1370000,11471,119.43,4,1,1907,wtórny
Sieciowa Agencja Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Gen. Józefa Hallera",530000,8081,65.59,4,1,1952,wtórny
Verre Home,Mieszkanie,"Rumia, Marsza³ka Józefa Pi³sudskiego",399000,5182,77,3,4,1993,wtórny
,Dom bliŸniak,Gdañsk Wzgórze Mickiewicza,1650000,7500,220,10,0,1987,wtórny
Partner Nieruchomoœci,Mieszkanie,"Gdynia Ma³y Kack, Sopocka",799000,7413,107.79,4,1,0,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, PowroŸnicza",1240000,14320,86.59,4,2,1974,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,Ko³czyg³owy,229000,578,395.88,6,0,2018,wtórny
Tyszkiewicz - Nieruchomoœci,Dom rekreacyjny,£ubiana,190000,3065,62,5,0,0,wtórny
Dobry Poœrednik Nieruchomoœci,Dom,"Tr¹bki Wielkie, Gdañska",543000,5324,102,4,0,2018,wtórny
Jatczak Nieruchomoœci,Mieszkanie,"Gdañsk Morena, Dolne Migowo",675000,10887.10,62,4,0,2020,wtórny
Nowodworski Estates,Mieszkanie,"Gdañsk D³ugie Ogrody, Szafarnia",2750000,17741.94,155,3,5,2012,wtórny
Sieciowa Agencja Nieruchomoœci,Dom bliŸniak,Rumia,680000,2720,250,4,0,1970,wtórny
,Mieszkanie,"Gdañsk Przymorze, Œl¹ska 9",569000,12795.14,44.47,2,4,2020,wtórny
MARGO Nieruchomoœci,Mieszkanie,"Gdynia Or³owo, Jod³owa",949000,13753.62,69,3,0,1999,wtórny
MARGO Nieruchomoœci,Dom wolnostoj¹cy,"Kamieñ, Jeleñska",1199000,3155.26,380,6,0,1990,wtórny
MARGO Nieruchomoœci,Dom szeregowy,"Gdynia Ob³u¿e, Majakowskiego 2 Domy",1500000,4120.88,364,8,0,0,wtórny
Galeria Nieruchomoœci,Mieszkanie,"Gdañsk Szadó³ki, Lawendowe Wzgórze",380000,9436,40.27,2,5,2015,wtórny
Domus,Mieszkanie,"Sopot Brodwino, W³adys³awa Cieszyñskiego",415000,10122,41,2,0,1970,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Piastowska",335000,11167,30,1,7,1968,wtórny
Partner Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Gen. Józefa Hallera",540000,8233,65.59,4,1,0,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,"Gdañsk Kie³pino Górne, Goplañska",2800000,9333,300,6,0,2010,wtórny
K&P Nieruchomoœci,Mieszkanie,"Sopot, Niepodleg³oœci",579000,8719.88,66.40,5,2,1950,wtórny
Dom & House,Dom wolnostoj¹cy,"Gdañsk Olszynka, Zielna",2450000,4900,500,20,0,2011,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Wrzeszcz, Konrada Leczkowa",525000,9211,57,3,1,1920,wtórny
Tekton Capital,Mieszkanie,"Gdañsk Stare Przedmieœcie, Chmielna",900000,11928,75.45,3,0,2017,wtórny
Home4.pl Nieruchomoœci,Mieszkanie,Gdynia Chwarzno,449000,8018,56,2,1,2005,wtórny
,Mieszkanie,"Sopot Brodwino , Cieszyñskiego",430000,10238.10,42,2,0,1980,wtórny
Dom & House,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",1292900,14499,89.17,4,1,2016,wtórny
Alking Nieruchomoœci,Dom wolnostoj¹cy,Krêpkowice,985000,7036,140,4,0,2017,wtórny
ABC Dom Nieruchomoœci,Dom wolnostoj¹cy,Pruszcz Gdañski,990000,5199.58,190.40,5,0,2003,wtórny
Dom & House,Dom wolnostoj¹cy,"Rêbiska, Z³ota",1099000,4799,229,6,0,0,wtórny
Sylwia Kryszewska Nieruchomoœci,Dom,"Ró¿yny, Ró¿yny",799000,3878.64,206,4,0,2009,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdañsk Zaspa, Jerzego Bajana",543900,8716,62.40,3,3,1979,wtórny
Atelia,Mieszkanie,Gdañsk,499000,11188,44.60,2,1,0,wtórny
Wycena Nieruchomoœci,Mieszkanie,"Gdynia Wzgórze œw. Maksymiliana, Wachowiaka Wojewody",498000,7101.10,70.13,3,3,1950,wtórny
Estate Polska,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",999000,13875,72,4,0,0,wtórny
Centrum Nieruchomoœci,Dom,"Stegna, Powstañców Warszawy",775000,2348.48,330,14,0,0,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",1390000,17935,77.50,3,1,2008,wtórny
Home4.pl Nieruchomoœci,Mieszkanie,Gdañsk Ujeœcisko,375000,7353,51,3,1,1999,wtórny
,Dom bliŸniak,"Nowy Dwór Gdañski, Kana³owa",589000,2945,200,4,0,1990,wtórny
Vitalia Boczkowski&Stalka,Dom wolnostoj¹cy,Otomino,1070000,7133,150,6,0,2015,wtórny
Dom & House,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",995574,14600,68.19,1,1,2020,wtórny
Estatic Nieruchomoœci,Mieszkanie,"Gdañsk D³ugie Ogrody, D³ugie Ogrody",749000,17195,43.56,2,4,2019,wtórny
Dom & House,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",688390,14600,47.15,1,1,2020,wtórny
Dom & House,Mieszkanie,"Gdañsk Œródmieœcie, Chmielna",2394400,14600,164,1,1,2020,wtórny
Unique House Sp. z o.o,Mieszkanie,"Reda, Floriana Ceynowy",242000,6692,36.16,2,3,1991,wtórny
Verre Home,Mieszkanie,"Gdañsk D³ugie Ogrody, Mariana Seredyñskiego",455000,7962.90,57.14,4,3,1894,wtórny
Verre Home,Dom,"Tuchom, Têczowa",7770000,8633,900,11,0,2012,wtórny
Artflat Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Rajska",757900,14064,53.89,3,1,2019,wtórny
Muskat & Wicher Nieruchomoœci,Mieszkanie,"Gdañsk BrzeŸno, M³odzie¿y Polskiej",1150000,15504.92,74.17,3,1,2013,wtórny
Property,Mieszkanie,Gdañsk Przymorze,469000,9196.08,51,3,4,1965,wtórny
,Mieszkanie,"Gdynia, Partyzantów",1050000,13461.54,78,3,0,2008,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdañsk Przymorze, Œl¹ska",599000,11980,50,3,0,0,wtórny
Estate Polska,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",1300000,17568,74,3,0,2013,wtórny
3House Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Wa³owa",430000,8175,52.60,2,4,0,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Grunwaldzka",550000,9683,56.80,2,2,1956,wtórny
Koloseum Nieruchomoœci,Mieszkanie,"Gdañsk BrzeŸno, Hallera Józefa Al.",820000,12424.24,66,3,8,2019,wtórny
Alking Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Pólnicy",716000,7800,91.80,4,4,1995,wtórny
Kapitol Nieruchomoœci,Mieszkanie,"Gdañsk Orunia Górna, Diamentowa",259000,6762.40,38.30,2,0,1982,wtórny
Centrum Nieruchomoœci,Mieszkanie,"Rumia, Wileñska",495000,6187.50,80,3,1,0,wtórny
Estatic Nieruchomoœci,Mieszkanie,"Gdañsk, Kartuska",375000,7763.98,48.30,2,2,1960,wtórny
Aspect Nieruchomoœci,Mieszkanie,Malbork,229500,3825,60,4,7,1980,wtórny
Riva House,Mieszkanie,"Gdañsk Karczemki, Storczykowa",640000,5024,127.40,4,3,2010,wtórny
Dom & House,Mieszkanie,"Sopot Dolny Sopot, Niepodleg³oœci",950000,9047.62,105,4,1,0,wtórny
Alpha Nieruchomoœci,Mieszkanie,"Gdañsk Che³m, Antoniego Suchanka",379000,8814,43,2,0,2000,wtórny
,Dom,"Gdañsk Orunia Górna, Ma³omiejska",495000,986.06,502,4,0,1930,wtórny
RUSSJAN Apartment & House,Dom wolnostoj¹cy,"Bojano, Majora Bojana",3480000,13385,260,5,0,2016,wtórny
Nieruchomoœci Wmoris,Mieszkanie,"Rotmanka Za Potokiem, Bajki",410000,8367.35,49,3,3,2015,wtórny
Centrum Nieruchomoœci,Mieszkanie,"Gdañsk Osowa, Kielnieñska",285000,9500,30,2,2,0,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Gdañsk ¯abianka, Jakuba Wejhera",410000,9832.13,41.70,2,4,1980,wtórny
Estate Polska,Mieszkanie,"Gdañsk Zaspa, Pilotów",540000,9591,56.30,3,3,0,wtórny
North Hus,Dom,Gdañsk Siedlce,1390000,8687.50,160,6,0,0,wtórny
Centrum Nieruchomoœci,Mieszkanie,"Gdynia Chwarzno, W³adys³awa Kañskiego",449000,8017.86,56,2,1,0,wtórny
,Mieszkanie,"Elblag Centrum, Wyspiañskiego",99000,3413.79,29,1,2,1950,wtórny
Dom & House,Mieszkanie,"Gdañsk Œródmieœcie, D³uga",930000,16034,58,3,2,0,wtórny
White Wood Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, D³ugi Targ",619000,11463,54,2,4,1930,wtórny
Perfekt House Nieruchomoœci,Dom wolnostoj¹cy,Banino,849000,3537.50,240,8,0,2008,wtórny
Kapitol Nieruchomoœci,Mieszkanie,"Gdañsk ¯abianka, Pomorska",459000,9562.50,48,3,8,1978,wtórny
AGhouse Nieruchomoœci,Mieszkanie,"Gdañsk Morena, Myœliwska",450000,9336,48.20,2,1,2012,wtórny
,Mieszkanie,"Gdañsk Oliwa, Sarnia 6",736900,10998.51,67,3,1,1960,wtórny
Nieruchomoœci Eleonora Miêtkiewicz,Mieszkanie,"Gdañsk Wrzeszcz, Lendziona Antoniego",730000,6992.34,104.40,4,3,1910,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,Sulêczyno,365000,3349,109,3,0,0,wtórny
North Hus,Mieszkanie,Gdynia Chwarzno,530000,8833.33,60,3,1,2013,wtórny
Dobra Oferta Pro,Mieszkanie,"Gdañsk Letnica, Starowiejska",310000,10333,30,1,5,2019,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Sopot, Józefa Czy¿ewskiego",899000,14270,63,3,2,1950,wtórny
WGN,Mieszkanie,"Gdañsk Zaspa, Pilotów",674000,11993,56.20,3,0,2009,wtórny
Nowodworski Estates,Mieszkanie,"S³upsk, Dr. Jana Gellerta",350000,2777.78,126,6,0,2009,wtórny
Nowodworski Estates,Mieszkanie,"S³upsk, Dr. Jana Gellerta",350000,2778,126,6,0,2009,wtórny
Pepper House,Mieszkanie,"Gdañsk Che³m, Prof. Romualda Cebertowicza",424000,8566,49.50,2,3,1988,wtórny
Alter Ego Nieruchomoœci,Mieszkanie,"Sopot Dolny Sopot, Gen. Stanis³awa Fiszera",1475000,19490,75.68,3,3,2005,wtórny
Alter Ego Nieruchomoœci,Mieszkanie,"Sopot Dolny Sopot, Gen. Stanis³awa Fiszera",1500000,19263,77.87,4,0,2005,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Jana Heweliusza",589000,12874,45.75,2,2,1956,wtórny
Obrotni Nieruchomoœci,Mieszkanie,"Gdynia Grabówek, Morska",299000,6361.70,47,2,4,1950,wtórny
,Mieszkanie,"Gdañsk Suchanino, Cygañska Góra",735000,7656.25,96,3,4,1994,wtórny
,Dom wolnostoj¹cy,"Sierakowice Tuchlinek, 86",279000,1743.75,160,3,0,1968,wtórny
Gryf Nieruchomoœci Beata Tworkowska,Mieszkanie,"Gdañsk Œródmieœcie, PowroŸnicza",1240000,14318.71,86.60,4,2,1974,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Gdañsk Zaspa, Dywizjonu 303",569000,9118.59,62.40,3,1,1980,wtórny
MJMS Nieruchomoœci,Mieszkanie,W³adys³awowo (gw) Jastrzêbia Góra,173000,10812.50,16,1,1,2018,wtórny
MJMS Nieruchomoœci,Mieszkanie,Gdynia Pogórze,363000,6600,55,2,3,1993,wtórny
,Mieszkanie,"Gdañsk Przymorze, Œl¹ska",599000,11980,50,3,0,1970,wtórny
InVilla Nieruchomoœci,Dom wolnostoj¹cy,"Sopot Górny Sopot, Antoniego Abrahama",4750000,9896,480,8,0,1990,wtórny
Lokum - Poœrednictwo w obrocie nieruchomosciami,Mieszkanie,"Gdynia Oksywie, Bosmañska",340000,6017.70,56.50,3,1,1966,wtórny
Metrohouse,Dom bliŸniak,Reda,1350000,3678,367,11,0,2008,wtórny
Bonus Nieruchomoœci,Mieszkanie,"Pruszcz Gdañski, Obroñców Wybrze¿a",275000,7404,37.14,2,3,0,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,Gdañsk Stogi,225000,7239.38,31.08,1,0,1961,wtórny
,Mieszkanie,"Gdañsk Wrzeszcz, S³owackiego",1739999,14157.84,122.90,3,16,2010,wtórny
Naba House,Mieszkanie,"Sopot Górny Sopot, Adama Mickiewicza",875000,12029.14,72.74,3,0,1932,wtórny
Tekton Capital,Mieszkanie,"Gdañsk ¯abianka, Sztormowa",489000,9056,54,3,0,0,wtórny
MJMS Nieruchomoœci,Mieszkanie,"Wejherowo, Franciszka Fenikowskiego",360000,5471.12,65.80,4,2,2009,wtórny
ABC Dom Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Jana Z Kolna",549000,9982,55,3,3,0,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Sopot Brodwino, Oskara Kolberga",465000,11071.43,42,2,10,1979,wtórny
Property,Mieszkanie,Gdynia Pogórze,363000,6482.14,56,2,3,1990,wtórny
Navigat Nieruchomoœci,Mieszkanie,"Sopot Dolny Sopot, Jana Sobieskiego",1249000,11783.02,106,4,0,1930,wtórny
IDEA Nieruchomoœci,Mieszkanie,"Gdañsk £ostowice, Starogardzka",460000,6765,68,3,1,2009,wtórny
,Mieszkanie,"Gdynia Œródmieœcie, W³adys³awa Iv",1350000,5981.39,225.70,4,2,1993,wtórny
Portum,Mieszkanie,"Gdañsk Morena, Na³kowskiej",509900,6965.85,73.20,4,8,1977,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa Syrokomli",990000,13038,75.93,3,1,1910,wtórny
Dziubczyñski Nieruchomoœci,Mieszkanie,"Gdynia Wzgórze œw. Maksymiliana, Batalionów Ch³opskich",879000,8843.95,99.39,5,3,1950,wtórny
MaxBroker Nieruchomoœci,Mieszkanie,"Skowarcz, Gdañska",139000,6347.03,21.90,1,0,1925,wtórny
OSSA NIERUCHOMOŒCI,Mieszkanie,"Gdañsk D³ugie Ogrody, D³uga Grobla",1230000,14048,87.56,4,5,2018,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Sopot Górny Sopot, Stefana ¯eromskiego",3500000,18135,193,5,0,1910,wtórny
Gaudium nieruchomoœci,Dom wolnostoj¹cy,Osiek,299000,724,413,10,0,0,wtórny
Property,Mieszkanie,Gdynia Karwiny,279000,8454.55,33,1,2,1978,wtórny
Partner Nieruchomoœci,Dom wolnostoj¹cy,"Skowarcz, Jaœminowa",330000,5500,60,3,0,2019,wtórny
Estatic Nieruchomoœci,Dom wolnostoj¹cy,"Kolbudy, M³yñska",790000,5266.67,150,6,0,2008,wtórny
North Hus,Mieszkanie,Sopot,465000,11071.43,42,2,10,1979,wtórny
Castello Biuro Obrotu Nieruchomoœciami,Dom rekreacyjny,"Kielno Bo¿anka, Magnoliowa",280000,3500,80,5,0,1998,wtórny
Naba House,Mieszkanie,"Gdynia Kamienna Góra, Józefa Korzeniowskiego",1692000,19140.27,88.40,3,1,1998,wtórny
Expander,Mieszkanie,Gdynia Cisowa,458000,6277,72.96,3,3,1988,wtórny
Ratajczak Nieruchomoœci,Mieszkanie,"Gdañsk Stare Przedmieœcie, Chmielna",565000,16530,34.18,2,6,2018,wtórny
Gaudium nieruchomoœci,Mieszkanie,"Gdañsk Ujeœcisko, Lubelska",569000,8492.54,67,3,1,0,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"Koœcierzyna, Dworcowa",689000,9114,75.60,3,2,2019,wtórny
Sfera Nieruchomoœci S.C.,Mieszkanie,Gdynia Witomino,362000,7125.98,50.80,2,4,1978,wtórny
Obrotni Nieruchomoœci,Mieszkanie,"Gdañsk Ujeœcisko, Wawelska",890000,8476.19,105,5,4,2007,wtórny
Portum,Mieszkanie,"Gdynia Œródmieœcie, W³adys³awa Iv",1549000,6863.09,225.70,5,2,1993,wtórny
Noble Nieruchomoœci,Dom wolnostoj¹cy,Tuchom,799000,4214,189.60,6,0,2006,wtórny
Immo Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Grobla Iv",650000,11818.18,55,3,3,1960,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Orunia Górna, Platynowa",590000,9365,63,3,4,2013,wtórny
Dinero Arkadiusz Bia³ek,Mieszkanie,"Gdynia Oksywie, Nasypowa",425358,7200,59.08,4,3,2020,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdynia Ob³u¿e, Per³owa",330000,8684,38,2,1,2003,wtórny
Sieciowa Agencja Nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Szeroka",959000,11392,84.18,2,3,1956,wtórny
Andorra Biuro Nieruchomoœci,Mieszkanie,"Gdynia Or³owo, Akacjowa",1350000,11739.13,115,5,0,1970,wtórny
Sfera Nieruchomoœci S.C.,Mieszkanie,Gdynia Oksywie,285000,5089.29,56,3,0,1985,wtórny
Sfera Nieruchomoœci S.C.,Mieszkanie,Gdynia Ob³u¿e,330000,8753.32,37.70,2,1,2003,wtórny
Tekton Capital,Mieszkanie,"Gdynia Kamienna Góra, ¯o³nierzy I Armii Wojska Polskiego",595000,11290,52.70,2,4,1978,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Gdynia Wiczlino, Janki Bryla",579000,12543,46.16,2,2,2018,wtórny
Investor Nieruchomoœci,Mieszkanie,Malbork,280000,4480,62.50,3,1,1990,wtórny
MG Nieruchomoœci,Mieszkanie,"Gdañsk Zaspa, Jana Paw³a Ii",1286901,12934,99.50,5,9,2014,wtórny
K&P Nieruchomoœci,Dom bliŸniak,Gdynia Wielki Kack,1149000,2298.74,499.84,8,0,1997,wtórny
Sfera Nieruchomoœci S.C.,Mieszkanie,Gdynia Oksywie,275000,4824.56,57,3,0,1960,wtórny
,Mieszkanie,"Gdañsk Oliwa, Grottgera",440000,10352.94,42.50,2,1,1974,wtórny
Noble Nieruchomoœci,Dom wolnostoj¹cy,"Borowiec, Sosnowa",799000,4214,189.60,6,0,2006,wtórny
Immobila Nieruchomoœci,Mieszkanie,"Sopot Wyœcigi / Karlikowo, Bitwy Pod P³owcami",2150000,15162,141.80,4,3,1997,wtórny
Sieciowa Agencja Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Pólnicy",734900,8005,91.80,4,4,1995,wtórny
Euro - Rent Sp. z o.o.,Mieszkanie,"Gdynia Kamienna Góra, ¯o³nierzy I Armii Wojska Polskiego",595000,11290,52.70,2,4,1977,wtórny
SAMOL NIERUCHOMOŒCI,Dom,"Reda, Dru¿ynowa",1049000,7492.86,140,5,0,2006,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,"Malbork Wielbark, Jana Wejhera",1200000,2955,406.05,6,0,2010,wtórny
Naba House,Mieszkanie,"Gdañsk Jasieñ, Kartuska",3000000,7500,400,6,2,2019,wtórny
Wyspa Masa¿u i Estetyki Cia³a,Mieszkanie,"Gdynia D¹browa, Szafranowa",467000,7436.31,62.80,3,1,1991,wtórny
,Mieszkanie,"Gdañsk Matemblewo, Potokowa 29",429000,8444.88,50.80,2,0,1992,wtórny
Ratajczak Nieruchomoœci,Mieszkanie,"Sopot Wyœcigi / Karlikowo, W³adys³awa £okietka",999000,13972,71.50,4,0,2009,wtórny
Alking Nieruchomoœci,Dom bliŸniak,"Borkowo, Morelowa",595000,4685,127,5,0,2020,wtórny
Tyszkiewicz - Nieruchomoœci,Dom wolnostoj¹cy,"Hel, Wiejska",2190000,9563,229,4,0,2007,wtórny
Sieciowa Agencja Nieruchomoœci,Mieszkanie,"Gdynia Grabówek, Morska",320000,7069,45.27,2,4,1950,wtórny
Centrum Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Myœliwska",450000,9336.10,48.20,2,1,0,wtórny
Artflat Nieruchomoœci,Dom wolnostoj¹cy,Izbiska,730000,4562,160,4,0,0,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,"¯ukowo, 3 Maja",279000,4982,56,2,1,1960,wtórny
Dom Hunter,Dom wolnostoj¹cy,"Gdañsk Kie³pino Górne, Marcowa",990000,7071,140,4,0,2021,wtórny
PARTNERZY Nieruchomoœci,Dom wolnostoj¹cy,Kleszczewko,980000,4734,207,5,0,2009,wtórny
Alter House,Mieszkanie,"Gdynia Grabówek, Morska",305000,6489,47,2,4,1980,wtórny
Sieciowa Agencja Nieruchomoœci,Mieszkanie,"Gdynia Cisowa, Chyloñska",458000,5968,76.74,3,3,1987,wtórny
Legatus,Mieszkanie,"Rumia, Janowska",339000,6739.56,50.30,2,1,2011,wtórny
Sfera Nieruchomoœci S.C.,Mieszkanie,Gdynia Chylonia,359000,6685.29,53.70,3,3,1973,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Gdañsk Œródmieœcie, Ogarna",430000,14333,30,1,2,1954,wtórny
,Mieszkanie,"Gdañsk Œródmieœcie / D³ugie Ogrody, Angielska Grobla 7",944000,8000,118,4,2,1920,wtórny
Dinero Arkadiusz Bia³ek,Mieszkanie,"Gdynia Oksywie, Nasypowa",317203,9050,35.05,2,1,0,wtórny
Dinero Arkadiusz Bia³ek,Mieszkanie,"Gdynia Oksywie, Nasypowa",362368,7400,48.97,3,2,0,wtórny
,Mieszkanie,"Puck, Majkowskiego",199000,5089.51,39.10,2,2,1970,wtórny
Dom & House,Dom,"Bojano, Majora Bojana",3480000,13385,260,5,0,2016,wtórny
Centrum Nieruchomoœci,Mieszkanie,"Rumia, Kosynierów",330000,7434.11,44.39,2,2,0,wtórny
Goodwill & CO.,Dom szeregowy,"Gdynia Ma³y Kack, Parkowa",1990000,10047,198.06,4,0,2019,wtórny
Tigres Nieruchomoœci sp. z o. o.,Mieszkanie,"Gdañsk Suchanino, Karola Kurpiñskiego",449000,7184,62.50,4,4,1975,wtórny
Sfera Nieruchomoœci S.C.,Mieszkanie,Gdynia Leszczynki,295000,7972.97,37,2,4,1950,wtórny
Pepper House,Mieszkanie,"Gdañsk Przymorze, Rzeczypospolitej",324000,7200,45,2,2,1976,wtórny
Gaudium nieruchomoœci,Mieszkanie,"Gdañsk Œródmieœcie, Rajska",589000,12219.92,48.20,2,3,1960,wtórny
Estate Polska,Mieszkanie,"Sopot Kamienny Potok, Mazowiecka",730000,10000,73,3,3,0,wtórny
,Mieszkanie,"Gdañsk Zaspa, Jana Paw³a Ii",599000,12028,49.80,2,2,2013,wtórny
Alter House,Dom wolnostoj¹cy,"Mrzezino, Jesionowa",1150000,3833,300,5,0,2011,wtórny
Sieciowa Agencja Nieruchomoœci,Mieszkanie,"Gdañsk Oliwa, Artura Grottgera",1590000,10966,145,5,1,2016,wtórny
Investor Nieruchomoœci,Mieszkanie,Starnice,115000,3639,31.60,1,0,0,wtórny
MaxBroker Nieruchomoœci,Mieszkanie,"Wejherowo, Rybacka",319000,5787.37,55.12,3,3,2020,wtórny
MaxBroker Nieruchomoœci,Mieszkanie,"Wejherowo, Rybacka",243000,5780.21,42.04,2,2,2020,wtórny
MaxBroker Nieruchomoœci,Mieszkanie,"Wejherowo, Rybacka",227600,5000,45.52,2,1,2020,wtórny
MaxBroker Nieruchomoœci,Mieszkanie,"Wejherowo, Rybacka",243000,5781.58,42.03,2,4,2020,wtórny
MaxBroker Nieruchomoœci,Mieszkanie,"Wejherowo, Rybacka",299000,5412.74,55.24,3,1,2020,wtórny
MIASTORAMA,Dom,Stegna,479000,3357.63,142.66,5,0,0,wtórny
Ratajczak Nieruchomoœci,Dom wolnostoj¹cy,"Prêgowo, ródlana",879000,2526,348,6,0,2009,wtórny
Freedom Nieruchomoœci,Mieszkanie,"Sopot Dolny Sopot, Bohaterów Monte Cassino",900000,9219.42,97.62,3,1,1910,wtórny
PARTNERZY Nieruchomoœci,Mieszkanie,"Gdañsk Jasieñ, Pólnicy",740000,8132,91,4,4,1995,wtórny
Pó³noc Nieruchomoœci,Dom wolnostoj¹cy,Grabno,1987000,4675.29,425,8,0,1990,wtórny
Pó³noc Nieruchomoœci,Mieszkanie,"Gdañsk D³ugie Ogrody, Mariana Seredyñskiego",799900,7842.16,102,4,0,1920,wtórny
Pó³noc Nieruchomoœci,Dom wolnostoj¹cy,K¹pino,1599900,2851.87,561,9,0,2005,wtórny
,Mieszkanie,"Gdynia Ma³y Kack, Olgierda",855000,7066,121,4,1,2019,wtórny
Property,Mieszkanie,Sopot Sopot Dolny,1540000,13508.77,114,4,2,2001,wtórny
AGhouse Nieruchomoœci,Mieszkanie,"Gdañsk Przeróbka, Bajki",345000,8214,42,2,3,0,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Sopot Górny Sopot, Œwiemirowska",960000,13483,71.20,3,2,2006,wtórny
Dinero Arkadiusz Bia³ek,Dom wolnostoj¹cy,Borkowo,919000,7037,130.60,5,0,2010,wtórny
Dom & House,Mieszkanie,"Gdynia Oksywie, Gen. Marii Wittekówny",788400,10800,73,3,2,2008,wtórny
Domus,Mieszkanie,"Gdañsk Osowa, Tezeusza",350000,9434,37.10,1,1,2005,wtórny
Tyszkiewicz - Nieruchomoœci,Mieszkanie,Gdañsk Rudniki,239000,6459,37,2,0,0,wtórny
Dom & House,Mieszkanie,"Gdañsk Wrzeszcz, Cypriana Kamila Norwida",970000,13662,71,3,1,2017,wtórny
Dom Hunter,Mieszkanie,"Gdañsk ¯abianka, Jakuba Wejhera",305000,9967,30.60,2,4,1966,wtórny
PARTNERZY Nieruchomoœci,Dom,"Nowêcin, Polanki",3200000,5818,550,3,0,2014,wtórny
Koloseum Nieruchomoœci,Dom wolnostoj¹cy,"Gdañsk Osowa, Komandorska",880000,4888.89,180,6,0,1999,wtórny
Bonus Nieruchomoœci,Dom wolnostoj¹cy,"Sulêczyno, Józefa Wybickiego",410000,1640,250,7,0,1997,wtórny
Property,Mieszkanie,Sopot Kamienny Potok,415000,11277.17,36.80,2,8,1970,wtórny
RUSSJAN Apartment & House,Mieszkanie,"Gdynia Œródmieœcie, A. Hryniewickiego",3200000,26667,120,4,24,2011,wtórny
Andrzejczyk Nieruchomoœci,Mieszkanie,"Wejherowo, Osiedle Kaszubskie",249000,5595.51,44.50,2,1,1976,wtórny
