company,address,price,sq_meter_price,area,n_rooms,floor,build_year,type
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","664 642,80 z³",8 532 z³,"77,90",4,4,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","482 604,50 z³",9 288 z³,"51,96",3,3,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","576 064,40 z³",8 694 z³,"66,26",3,1,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","576 064,40 z³",8 694 z³,"66,26",3,1,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",488 363 z³,9 288 z³,"52,58",2,2,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","372 567,60 z³",9 720 z³,"38,33",2,3,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","372 567,60 z³",9 720 z³,"38,33",2,3,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","583 220,50 z³",8 802 z³,"66,26",3,2,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",424 926 z³,9 288 z³,"45,75",2,4,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","590 376,60 z³",8 910 z³,"66,26",3,3,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","482 684,40 z³",9 180 z³,"52,58",2,1,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",533 128 z³,8 046 z³,"66,26",3,,2022,Mieszkanie
InVilla Nieruchomoœci,Gdañsk Sobieszewo,"662 601,63 z³",16 013 z³,"41,38",2,Parter,2020,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",533 128 z³,8 046 z³,"66,26",3,,2022,Mieszkanie
Navigat Nieruchomoœci,Kosakowo,519 000 z³,"4 398,31 z³",118,4,,2020,Dom bliŸniak
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","476 992,80 z³",9 180 z³,"51,96",3,2,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","555 054,70 z³",8 478 z³,"65,47",3,1,2022,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",558 590 z³,8 532 z³,"65,47",3,2,2022,Mieszkanie
Estate Polska,"Sopot Górny Sopot, Miko³aja Reja",648 000 z³,13 787 z³,47,2,1,2022,Mieszkanie
InVilla Nieruchomoœci,Gdañsk Sobieszewo,922 500 z³,14 045 z³,"65,68",3,1,2020,Mieszkanie
Muskat & Wicher Nieruchomoœci,"Gdañsk Œw. Wojciech, Starogardzka",338 176 z³,6 400 z³,"52,84",3,1,2020,Mieszkanie
DOMO,"Pruszcz Gdañski, Aleksandra Czekanowskiego",706 944 z³,6 400 z³,"110,46",6,1,2020,Mieszkanie
Pó³noc Nieruchomoœci,Banino,399 000 z³,"4 694,12 z³",85,3,,2020,Dom
Pó³noc Nieruchomoœci,Banino,349 000 z³,"4 105,88 z³",85,3,,2020,Dom
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",307 500 z³,8 200 z³,"37,50",2,Parter,,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",424 705 z³,7 250 z³,"58,58",4,1,2020,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",403 112 z³,8 200 z³,"49,16",3,1,2020,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",435 414 z³,7 350 z³,"59,24",4,2,2020,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",412 891 z³,6 999 z³,"58,99",4,3,2020,Mieszkanie
Metrohouse S.A.,"Gdynia Oksywie, Nasypowa",378 695 z³,8 900 z³,"42,55",2,Parter,,Mieszkanie
Expander,"Gdañsk Siedlce, Jacka Malczewskiego",818 153 z³,11 389 z³,"71,84",3,3,2022,Mieszkanie
Dom & House,"Gdynia Cisowa, Chyloñska",559 000 z³,7 441 z³,"75,12",4,1,,Mieszkanie
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza",329 120 z³,8 500 z³,"38,72",2,1,2021,Mieszkanie
Alking Nieruchomoœci,"Borkowo, Stylowa",360 592 z³,6 200 z³,"58,16",3,Parter,2020,Mieszkanie
MIASTORAMA,Pruszcz Gdañski,362 877 z³,6 710 z³,"54,08",3,Parter,,Mieszkanie
Dom & House,"Gdynia Chylonia, Chyloñska",499 000 z³,7 646 z³,"65,26",3,Parter,,Mieszkanie
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza",322 644 z³,8 400 z³,"38,41",2,3,,Mieszkanie
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza","375 959,50 z³",8 150 z³,"46,13",3,Parter,,Mieszkanie
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza","409 537,50 z³",8 150 z³,"50,25",3,3,2021,Mieszkanie
RUSSJAN Apartment & House,"Sopot Górny Sopot, Antoniego Abrahama",8 500 000 z³,18 009 z³,"471,99",13,,1922,Dom
Dom & House,"Gdañsk Dolne Miasto, Kamienna Grobla","940 976,40 z³",10 920 z³,"86,17",4,1,,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",220 229 z³,6 700 z³,"32,87",1,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",336 171 z³,6 100 z³,"55,11",3,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",330 660 z³,6 000 z³,"55,11",3,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",241 416 z³,6 300 z³,"38,32",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",312 291 z³,6 300 z³,"49,57",3,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",237 248 z³,6 400 z³,"37,07",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",330 660 z³,6 000 z³,"55,11",3,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",402 498 z³,5 900 z³,"68,22",4,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",323 605 z³,6 100 z³,"53,05",3,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",237 248 z³,6 400 z³,"37,07",2,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",235 290 z³,6 600 z³,"35,65",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",249 728 z³,6 400 z³,"39,02",2,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",311 760 z³,6 000 z³,"51,96",3,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",241 416 z³,6 300 z³,"38,32",2,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",331 980 z³,6 000 z³,"55,33",3,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",362 848 z³,5 800 z³,"62,56",4,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",225 920 z³,6 400 z³,"35,30",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",240 955 z³,6 500 z³,"37,07",2,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",240 912 z³,6 300 z³,"38,24",2,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",302 377 z³,6 100 z³,"49,57",3,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",237 248 z³,6 400 z³,"37,07",2,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",233 541 z³,6 300 z³,"37,07",2,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",229 450 z³,6 500 z³,"35,30",2,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",198 521 z³,6 700 z³,"29,63",1,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",330 660 z³,6 000 z³,"55,11",3,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",330 660 z³,6 000 z³,"55,11",3,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",238 855 z³,6 700 z³,"35,65",2,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",194 964 z³,6 600 z³,"29,54",1,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",248 094 z³,6 300 z³,"39,38",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",235 290 z³,6 600 z³,"35,65",2,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",311 760 z³,6 000 z³,"51,96",3,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",193 596 z³,6 800 z³,"28,47",1,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",244 503 z³,6 300 z³,"38,81",2,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",236 510 z³,6 700 z³,"35,30",2,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",232 980 z³,6 600 z³,"35,30",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",331 980 z³,6 000 z³,"55,33",3,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",253 630 z³,6 500 z³,"39,02",2,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",240 912 z³,6 300 z³,"38,24",2,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",307 334 z³,6 200 z³,"49,57",3,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",216 942 z³,6 600 z³,"32,87",1,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",402 498 z³,5 900 z³,"68,22",4,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",330 660 z³,6 000 z³,"55,11",3,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",240 912 z³,6 300 z³,"38,24",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",311 760 z³,6 000 z³,"51,96",3,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",220 229 z³,6 700 z³,"32,87",1,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",231 725 z³,6 500 z³,"35,65",2,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",354 413 z³,5 900 z³,"60,07",4,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",233 752 z³,6 100 z³,"38,32",2,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",225 920 z³,6 400 z³,"35,30",2,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",325 149 z³,5 900 z³,"55,11",3,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",244 736 z³,6 400 z³,"38,24",2,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",249 728 z³,6 400 z³,"39,02",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",307 334 z³,6 200 z³,"49,57",3,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",241 924 z³,6 200 z³,"39,02",2,Parter,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",330 660 z³,6 000 z³,"55,11",3,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",244 503 z³,6 300 z³,"38,81",2,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",394 860 z³,6 000 z³,"65,81",4,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",220 229 z³,6 700 z³,"32,87",1,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",249 728 z³,6 400 z³,"39,02",2,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",409 320 z³,6 000 z³,"68,22",4,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",198 521 z³,6 700 z³,"29,63",1,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",307 334 z³,6 200 z³,"49,57",3,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",241 416 z³,6 300 z³,"38,32",2,2,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",402 498 z³,5 900 z³,"68,22",4,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",252 032 z³,6 400 z³,"39,38",2,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",402 498 z³,5 900 z³,"68,22",4,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",252 032 z³,6 400 z³,"39,38",2,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",223 516 z³,6 800 z³,"32,87",1,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",232 980 z³,6 600 z³,"35,30",2,3,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",316 956 z³,6 100 z³,"51,96",3,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",200 872 z³,6 800 z³,"29,54",1,4,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",253 008 z³,6 300 z³,"40,16",2,1,2021,Mieszkanie
Ex Novo,"Pruszcz Gdañski, Gen. W³adys³awa Sikorskiego",235 290 z³,6 600 z³,"35,65",2,3,2021,Mieszkanie
Expander,"Gdañsk £ostowice, Starogardzka",267 234 z³,6 600 z³,"40,49",2,1,,Mieszkanie
Expander,"Gdañsk Wrzeszcz, Adama Mickiewicza","744 606,72 z³",11 187 z³,"66,56",3,1,2021,Mieszkanie
Expander,"Gdañsk £ostowice, Starogardzka",335 061 z³,5 900 z³,"56,79",3,2,,Mieszkanie
Expander,"Gdañsk Wrzeszcz, Adama Mickiewicza","478 852,50 z³",12 250 z³,"39,09",2,1,,Mieszkanie
Dom & House,"Gdynia Cisowa, Chyloñska",418 072 z³,7 650 z³,"54,65",3,1,,Mieszkanie
Expander,"Gdañsk Wrzeszcz, Adama Mickiewicza","591 505,50 z³",13 218 z³,"44,75",2,Parter,,Mieszkanie
Expander,"Gdañsk Wrzeszcz, Adama Mickiewicza","819 093,24 z³",10 836 z³,"75,59",3,Parter,,Mieszkanie
Expander,"Gdañsk Suchanino, Powstañców Warszawskich",540 040 z³,11 500 z³,"46,96",2,2,,Mieszkanie
Grupa Inwestycyjna Hossa,"Gdañsk Kie³pinek, Prof. Mariana Osiñskiego","511 022,25 z³",6 339 z³,"80,61",4,Parter,,Mieszkanie
Alking Nieruchomoœci,"Borkowo, Stylowa",564 300 z³,5 500 z³,"102,60",5,2,2020,Mieszkanie
Orlex,"Bolszewo, Wspólna",325 626 z³,4 200 z³,"77,53",4,Parter,2020,Mieszkanie
UNIT1,"Sopot Kamienny Potok, Józefa Kraszewskiego",735 540 z³,13 800 z³,"53,30",2,1,2020,Mieszkanie
Flize-Gres Nieruchomoœci,"Skowarcz, Wiosenna",376 000 z³,4 377 z³,"85,90",4,,2020,Dom bliŸniak
My Place,"Rotmanka, Prof. Mariana Raciborskiego","420 343,20 z³",6 320 z³,"66,51",3,1,2022,Mieszkanie
My Place,"Rotmanka, Prof. Mariana Raciborskiego","291 802,50 z³",6 750 z³,"43,23",2,Parter,2022,Mieszkanie
Expander,"Rumia, Kosynierów",270 000 z³,5 711 z³,"47,28",3,3,,Mieszkanie
Expander,"Gdañsk £ostowice, Starogardzka",423 396 z³,5 700 z³,"74,28",4,1,2021,Mieszkanie
RUSSJAN Apartment & House,"Gdañsk D³ugie Ogrody, Œw. Barbary",1 090 000 z³,11 064 z³,"98,52",4,6,2019,Mieszkanie
RUSSJAN Apartment & House,"Gdañsk D³ugie Ogrody, Œw. Barbary",775 000 z³,11 908 z³,"65,08",3,Parter,2019,Mieszkanie
RUSSJAN Apartment & House,"Gdañsk D³ugie Ogrody, Œw. Barbary",899 000 z³,13 490 z³,"66,64",3,6,2019,Mieszkanie
Welcome Apartment,"Gdañsk Œródmieœcie, Stara Stocznia",1 342 558 z³,"12 127,90 z³","110,70",4,2,2021,Mieszkanie
Welcome Apartment,"Gdañsk Œródmieœcie, Stara Stocznia",1 037 215 z³,"14 208,42 z³",73,3,3,2021,Mieszkanie
Sfera Nieruchomoœci S.C.,Gdynia Oksywie,320 500 z³,"8 277,38 z³","38,72",2,1,2021,Mieszkanie
Sfera Nieruchomoœci S.C.,Gdynia Oksywie,260 000 z³,"9 708,74 z³","26,78",1,1,2021,Mieszkanie
Dobra Oferta Pro,"Gdañsk Maækowy, Pastelowa",414 000 z³,6 787 z³,61,2,3,2021,Mieszkanie
Virtus,"Puck Po³czyno Bis, Nowa",502 228 z³,"3 940,28 z³","127,46",5,,2020,Dom szeregowy
Welcome Apartment,"Gdañsk Œródmieœcie, Stara Stocznia",833 326 z³,"17 920,99 z³","46,50",2,4,2021,Mieszkanie
Virtus,"Puck Po³czyno Bis, Nowa",555 429 z³,"4 338,27 z³","128,03",5,,2020,Dom szeregowy
Virtus,"Puck Po³czyno Bis, Nowa",535 279 z³,"4 180,89 z³","128,03",5,,2020,Dom szeregowy
Welcome Apartment,"Gdañsk Œródmieœcie, Stara Stocznia",952 460 z³,"17 254,71 z³","55,20",2,6,2021,Mieszkanie
Virtus,"Puck Po³czyno Bis, Nowa",502 228 z³,"3 939,97 z³","127,47",5,,2020,Dom szeregowy
Virtus,"Puck Po³czyno Bis, Nowa",445 000 z³,"3 508,36 z³","126,84",5,,2020,Dom szeregowy
Welcome Apartment,"Gdañsk Œródmieœcie, Stara Stocznia",1 483 566 z³,"15 518,47 z³","95,60",3,2,2021,Mieszkanie
Virtus,"Puck Po³czyno Bis, Nowa",483 253 z³,"3 810,84 z³","126,81",5,,2020,Dom szeregowy
,"Gdynia Red³owo, Aleja Zwyciêstwa",798 270 z³,"11 628,11 z³","68,65",,1,2020,Lokal us³ugowy
,"Gdynia Red³owo, Aleja Zwyciêstwa",1 710 510 z³,11 500 z³,"148,74",,1,2021,Lokal us³ugowy
,"Gdynia Red³owo, Aleja Zwyciêstwa",2 762 300 z³,11 500 z³,"240,20",,1,2021,Lokal us³ugowy
,"Gdynia Red³owo, Aleja Zwyciêstwa",3 480 840 z³,11 000 z³,"316,44",,Parter,2021,Lokal us³ugowy
,"Gdynia Red³owo, Aleja Zwyciêstwa",1 996 515 z³,11 500 z³,"173,61",,1,2021,Lokal us³ugowy
Muskat & Wicher Nieruchomoœci,"Gdañsk Siedlce, Jacka Malczewskiego",1 520 000 z³,6 425 z³,"236,56",6,,2019,Dom bliŸniak
MIASTORAMA,Pruszcz Gdañski (gw) Straszyn,387 453 z³,5 900 z³,"65,67",3,Parter,,Mieszkanie
MIASTORAMA,Pruszcz Gdañski,"655 000,65 z³","4 796,43 z³","136,56",5,1,,Mieszkanie
Home Experts,"Pruszcz Gdañski, Dywizjonu 303",354 413 z³,5 900 z³,"60,07",4,2,2021,Mieszkanie
Lubieñska Nieruchomoœci,"Juszkowo, Szczêœliwa",475 000 z³,5 460 z³,87,4,,2020,Dom bliŸniak
Home Experts,"Pruszcz Gdañski, Dywizjonu 303",302 377 z³,6 100 z³,"49,57",3,Parter,2021,Mieszkanie
Home Experts,"Pruszcz Gdañski, Dywizjonu 303",253 008 z³,6 300 z³,"40,16",2,3,2021,Mieszkanie
Home Experts,"Pruszcz Gdañski, Dywizjonu 303",225 920 z³,6 400 z³,"35,30",2,1,2020,Mieszkanie
Home Experts,"Pruszcz Gdañski, Dywizjonu 303",197 918 z³,6 700 z³,"29,54",1,2,2021,Mieszkanie
Sfera Nieruchomoœci S.C.,Gdynia Oksywie,410 000 z³,"8 316,43 z³","49,30",3,Parter,2020,Mieszkanie
Home Experts,"Pruszcz Gdañski, Dywizjonu 303",394 860 z³,6 000 z³,"65,81",4,4,2021,Mieszkanie
Home Experts,"Pruszcz Gdañski, Dywizjonu 303",330 660 z³,6 000 z³,"55,11",3,3,2021,Mieszkanie
,"Gdynia Red³owo, Legionów",1 679 480 z³,11 000 z³,"152,68",,Parter,2020,Lokal us³ugowy
Nowodworski Estates,"Gdynia Oksywie, Nasypowa",445 350 z³,"7 552,15 z³","58,97",4,1,2019,Mieszkanie
Take Home biuro Developera,"Gdynia Oksywie, Nasypowa",284 181 z³,"9 833,25 z³","28,90",2,1,2021,Mieszkanie
Take Home biuro Developera,"Gdynia Oksywie, Nasypowa",284 181 z³,"9 833,25 z³","28,90",1,Parter,2021,Mieszkanie
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza",326 256 z³,8 400 z³,"38,84",2,Parter,2020,Mieszkanie
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza",322 644 z³,8 400 z³,"38,41",2,3,2020,Mieszkanie
PARTNERZY Nieruchomoœci,"Gdañsk Wrzeszcz, Juliusza S³owackiego",187 000 z³,10 092 z³,"18,53",1,2,2016,Mieszkanie
Verre Home,"Reda, Morska",374 868 z³,5 400 z³,"69,42",3,4,,Mieszkanie
Partner House,"Bielkówko, Koœcielna",669 000 z³,4 430 z³,151,5,,2019,Dom bliŸniak
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza",490 202 z³,8 280 z³,"59,20",4,3,2020,Mieszkanie
Pó³noc Nieruchomoœci,Banino,399 000 z³,"4 694,12 z³",85,3,1,2020,Mieszkanie
Pó³noc Nieruchomoœci,Banino,349 000 z³,"4 105,88 z³",85,3,1,2020,Mieszkanie
Home Experts,"Gdynia Oksywie, In¿. J. Œmidowicza",477 522 z³,8 094 z³,59,4,3,2020,Mieszkanie
Pó³noc Nieruchomoœci,Gdañsk £ostowice,665 000 z³,3 094 z³,"214,94",5,,2019,Dom szeregowy
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",465 000 z³,12 218 z³,"38,06",2,2,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",435 500 z³,9 667 z³,"45,05",2,2,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",449 500 z³,9 978 z³,"45,05",2,,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",470 000 z³,12 349 z³,"38,06",2,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",356 000 z³,10 000 z³,"35,60",2,,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",521 500 z³,12 094 z³,"43,12",2,2,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",465 000 z³,12 218 z³,"38,06",2,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",536 000 z³,9 191 z³,"58,32",3,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",686 500 z³,11 836 z³,58,3,,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",505 500 z³,12 088 z³,"41,82",2,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",522 000 z³,12 106 z³,"43,12",2,2,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",440 000 z³,9 767 z³,"45,05",2,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",553 500 z³,12 262 z³,"45,14",2,,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",519 000 z³,9 192 z³,"56,46",3,1,,Mieszkanie
Estate Polska,"Dêbogórze, Kukurydziana",650 000 z³,7 550 z³,"86,09",4,,2020,Dom wolnostoj¹cy
Dekpol,Gdañsk,826 560 z³,19 898 z³,"41,54",2,2,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",519 000 z³,9 192 z³,"56,46",3,2,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",518 500 z³,12 351 z³,"41,98",2,,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",348 000 z³,9 786 z³,"35,56",2,,,Mieszkanie
Dekpol,Gdañsk,922 500 z³,17 598 z³,"52,42",3,,,Mieszkanie
Dekpol,Gdañsk,803 190 z³,19 495 z³,"41,20",2,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",445 500 z³,12 924 z³,"34,47",2,,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",467 000 z³,9 436 z³,"49,49",3,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",477 500 z³,12 546 z³,"38,06",2,,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",491 000 z³,9 121 z³,"53,83",3,2,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Nadwiœlañska 38",521 500 z³,12 094 z³,"43,12",2,1,,Mieszkanie
Dekpol,"Gdañsk Sobieszewo, Kwiatowa",460 000 z³,9 532 z³,"48,26",3,,,Mieszkanie
